id,nhet,cnlr.median,mafR,mafR.clust,start,end,cf.em,tcn.em,lcn.em,label
170014295BCD_170014295FD,0.11267605633802817,0.6656155712487015,0.008949123660631029,0.0014003456467064693,0.005192050191416523,0.6223597917152166,1.0,0.03389830508474576,0.3333333333333333,0
170016610BCD_170016610FD,0.02112676056338028,0.7481301822411202,0.4913063686614876,0.1372193948936176,0.013368181735361343,0.06441723612742979,0.6461722884066208,0.1016949152542373,0.2843137253333333,1
170016610BCD_170016610FD,0.07746478873239437,0.6024974266664379,0.20229297630787454,0.1372193948936176,0.06560717806899094,0.11907175242846027,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.2535211267605634,0.6958824137399268,0.012084994816910302,0.005134361547539703,0.12831064340650553,0.40290051626682666,0.3411894635548698,0.1016949152542373,1.0,1
170016610BCD_170016610FD,0.028169014084507043,0.5923195612334641,0.18121126773303872,0.1372193948936176,0.41947028539383624,0.5835260654005224,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.4014084507042254,0.6841441568214899,0.010584643823993477,0.004807094765917921,0.587820604961241,0.9993680860844495,0.5958101584276164,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.2605633802816901,0.6924944941285984,0.039842731380760416,0.011096865831991213,0.0005322047417850831,0.5144681581254532,0.6461722884066208,0.1016949152542373,0.6666666666666666,1
170016610BCD_170016610FD,0.1971830985915493,0.5613341236093041,0.18053219411486943,0.17294840450903484,0.521458312497849,0.6601035590989621,0.6164515975281575,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.2605633802816901,0.6706866381365119,0.32974921529415896,0.32354635912598495,0.6753721538053524,0.9734241599438037,0.6268244877261702,0.06779661016949153,0.0,1
170016610BCD_170016610FD,0.04929577464788733,0.7017345400876224,0.012603349654024643,0.1372193948936176,0.0019734830923840317,0.048694251925474906,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.20422535211267606,0.5898599115973179,0.1949194289194181,0.1835740553327222,0.04979097032284709,0.3583332780240952,0.6304543052610037,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.035211267605633804,0.6721736444326533,0.008957174261702353,0.1372193948936176,0.3618077979710456,0.4571961537629772,0.486783787397021,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.15492957746478875,0.7642466467372568,0.027711489954461092,0.018713416517773408,0.4654075623191868,0.7389877559353492,0.6461722884066208,0.1016949152542373,0.6666666666666666,1
170016610BCD_170016610FD,0.07042253521126761,0.697388454925757,0.011042125963224802,0.1372193948936176,0.7442161032819179,0.7955327815748136,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.014084507042253521,0.5819253402856059,0.1403260116634861,0.1372193948936176,0.0030118453524554155,0.1871389434567574,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.09154929577464789,0.6777354901489735,0.010456929791356423,0.1372193948936176,0.18906286276518425,0.2845245694831874,0.5333160449709582,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.035211267605633804,0.5659309570873201,0.22560387633148463,0.1372193948936176,0.30064237401027233,0.3518287747700746,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.0,0.7055808974796781,0.010462906349819725,0.1372193948936176,0.3560484989341005,0.3596278683905885,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.323943661971831,0.581718483467045,0.19893107142759922,0.19287565351241961,0.36420189938637393,0.7673423451153737,0.6461722884066208,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.16901408450704225,0.6889009662897384,0.046569975929579115,0.004807094765917921,0.0007514945874978996,0.16317244097997485,0.5958101584276164,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.0,0.6626039518445553,0.010462906349819725,0.1372193948936176,0.164953871755991,0.17739499187614288,0.6461722884066208,0.05084745762711865,0.2843137253333333,1
170016610BCD_170016610FD,0.035211267605633804,0.5752863728272173,0.17503717962735893,0.1372193948936176,0.18157340130256364,0.3944650692336357,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.02112676056338028,0.6836008042669237,0.2782137620318898,0.1372193948936176,0.4041166193270965,0.49744731531433356,0.5963901597034668,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.056338028169014086,0.575534244757349,0.1762605457805453,0.1372193948936176,0.5062830373176179,0.5667928923433659,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.2605633802816901,0.6768567522546868,0.338956788824606,0.33283914442428136,0.5768518612245395,0.686656601955046,0.6221846166065924,0.06779661016949153,0.0,1
170016610BCD_170016610FD,0.035211267605633804,0.7072088046577614,0.010703424068748189,0.1372193948936176,0.6915682671692828,0.7238650617786615,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.014084507042253521,0.5982255046063241,0.19694732160391362,0.1372193948936176,0.0012766500185241796,0.10264272718622422,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.2746478873239437,0.6665331801192492,0.2520151500076131,0.2450929015800902,0.10527121221016746,0.12557322088571446,0.5416498948857462,0.06779661016949153,0.0,1
170016610BCD_170016610FD,0.18309859154929578,0.6062957884491457,0.1581228162763602,0.15033163840523395,0.13009642695905851,0.1569298358569795,0.48991483490821863,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.09859154929577466,0.745193706456142,0.009940604720807523,0.1372193948936176,0.16844697731952085,0.45087163730179475,0.6461722884066208,0.1016949152542373,0.2843137253333333,1
170016610BCD_170016610FD,0.2887323943661972,0.6607207168728333,0.3451423527712773,0.33908195285966614,0.4654217338227226,0.6630688654593009,0.6461722884066208,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.007042253521126761,0.7948282675242969,0.015313195738398282,0.1372193948936176,0.6866803252967413,0.6867402721873801,0.6461722884066208,0.11864406779661017,0.2843137253333333,1
170016610BCD_170016610FD,0.06338028169014084,0.6034482985886551,0.215275214659854,0.1372193948936176,1.2147003030677113e-06,0.0756045273903147,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.07042253521126761,0.7143477865568961,0.01745381975392715,0.1372193948936176,0.07686137637691341,0.3076674667568906,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.1971830985915493,0.6534026934006337,0.015671738250945994,0.0065622425678073665,0.31473494632036914,0.5154521285905536,0.3701197044822139,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.09859154929577466,0.7956316171614541,0.013250406105856784,0.1372193948936176,0.5200457456134135,0.6301713746916537,0.6461722884066208,0.11864406779661017,0.2843137253333333,1
170016610BCD_170016610FD,0.06338028169014084,0.679774257711416,0.02908895052788451,0.1372193948936176,0.0032596442142812316,0.3003702697575705,0.5333160449709582,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.07746478873239437,0.5785224490729544,0.18388182031492104,0.1372193948936176,0.3029719707905067,0.3831272456112502,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.07746478873239437,0.7033142820124809,0.02520928167640495,0.1372193948936176,0.4056374241065373,0.5856725562237659,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.24647887323943662,0.6831824034995148,0.010351210413334849,0.004807094765917921,0.020200785911096086,0.40925610518296485,0.5958101584276164,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.11267605633802817,0.6035558890940316,0.21904428987856053,0.19400146768500062,0.41689810081607614,0.5501372635759993,0.5650463780529692,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.007042253521126761,0.779099028028855,0.5358951783381213,0.1372193948936176,0.5542385954825296,0.5670265877940965,0.6461722884066208,0.11864406779661017,0.2843137253333333,1
170016610BCD_170016610FD,0.1267605633802817,0.6802768769870196,0.010787651459621725,0.001632955847485239,0.03265407562319187,0.2646623036136827,0.5971507522636074,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.13380281690140847,0.5950194606187088,0.19928918284992406,0.1835740553327222,0.27420176172033955,0.36007727993242694,0.6304543052610037,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.028169014084507043,0.38282270565212106,0.0077922838174484576,0.1372193948936176,0.3631103899390423,0.3644290335979895,0.5882519742466612,0.0,0.0,1
170016610BCD_170016610FD,0.17605633802816903,0.6003482572276333,0.19827142784854385,0.19400146768500062,0.3694162757693608,0.5219341807883898,0.5650463780529692,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.06338028169014084,0.5825870873320579,0.187886145676602,0.1372193948936176,0.0011150058001939472,0.1855104570221601,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.24647887323943662,0.6933734116458135,0.011916503963626942,0.011096865831991213,0.189812308558171,0.4105007904498472,0.6461722884066208,0.1016949152542373,0.6666666666666666,1
170016610BCD_170016610FD,0.07746478873239437,0.5853062846910786,0.1710880911042943,0.1372193948936176,0.4213021992148987,0.5391387415019,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.1619718309859155,0.7120853730264024,0.364417519946561,0.35853550265282064,0.0014645236653986547,0.0747111218616081,0.6461722884066208,0.06779661016949153,0.0,1
170016610BCD_170016610FD,0.19014084507042253,0.6874176035570052,0.01101328945764614,0.004807094765917921,0.07596233214360187,0.27772963939856565,0.5958101584276164,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.33098591549295775,0.5955322007693818,0.12542035115186356,0.11732652732769899,0.2801949189086323,0.5361876632669846,0.44020260885670837,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.14788732394366197,0.580488102543643,0.17752265948291204,0.19287565351241961,0.07984182172653453,0.4590688246143173,0.6461722884066208,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.07042253521126761,0.7080028193457599,0.010687751834973355,0.1372193948936176,0.0787720797086339,0.10332276315766224,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.0,0.5425427758494509,0.010462906349819725,0.1372193948936176,0.12701149308936752,0.15896685262551558,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.15492957746478875,0.6981700323891378,0.019228548463242887,0.005134361547539703,0.1610117198334241,0.42272933094810117,0.3411894635548698,0.1016949152542373,1.0,1
170016610BCD_170016610FD,0.1971830985915493,0.5925169237404365,0.17601044647137987,0.1835740553327222,0.08276996208110554,0.4093657603594951,0.6304543052610037,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.0,0.659108327724746,0.010462906349819725,0.1372193948936176,0.0012357024713077667,0.00046531806282096115,0.6461722884066208,0.05084745762711865,0.2843137253333333,1
170016610BCD_170016610FD,0.2112676056338028,0.6847864628610933,0.011528337595810467,0.004807094765917921,0.001273410817715999,0.18694695432445319,0.5958101584276164,0.06779661016949153,0.6666666666666666,1
170016610BCD_170016610FD,0.04225352112676056,0.6114747550417338,0.20415755765805504,0.1372193948936176,0.19503390026095813,0.28241465721831666,0.26547872993731736,0.05084745762711865,0.2843137253333333,1
170016610BCD_170016610FD,0.02112676056338028,0.7458072971700365,0.04700908421842469,0.1372193948936176,0.29471909043241307,0.3148918125340995,0.6461722884066208,0.1016949152542373,0.2843137253333333,1
170016610BCD_170016610FD,0.1971830985915493,0.6078810459167701,0.20700413728589315,0.19966533307914916,0.32104951320885355,0.3620019287220182,0.5480157263359264,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.007042253521126761,0.7001140800035763,0.3328558114988725,0.1372193948936176,0.006998252856064088,0.03338744542331577,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.19014084507042253,0.5848412273216063,0.20208128299995082,0.19287565351241961,0.04286474919475493,0.13368900802608355,0.6461722884066208,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.1619718309859155,0.642375447838327,0.3035826519104031,0.2971376364896202,0.1382282381379454,0.324737192335554,0.6461722884066208,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.06338028169014084,0.6735075371508955,0.015999304367071174,0.1372193948936176,0.0025296700671526818,0.2773752161905297,0.486783787397021,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.014084507042253521,0.5739833019217536,0.14871196018859567,0.1372193948936176,0.004753527186005033,0.030528135578684206,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.1971830985915493,0.7117144999113015,0.013230987029660727,0.00409890334049004,0.03454259447837732,0.23407045742755098,0.4081222191059256,0.1016949152542373,1.0,1
170016610BCD_170016610FD,0.09154929577464789,0.6963310082446559,0.010046330181480316,0.1372193948936176,0.0018337925575312433,0.2513522645860755,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610BCD_170016610FD,0.17605633802816903,0.5867118997257749,0.21093043390266183,0.19287565351241961,0.044390404677405966,0.18651024948472553,0.6461722884066208,0.03389830508474576,0.0,1
170016610BCD_170016610FD,0.07746478873239437,0.7232669146842204,0.03313832916765994,0.1372193948936176,0.06568532378848829,0.11255149962570371,0.6205696996349702,0.0847457627118644,0.2843137253333333,1
170016610BCD_170016610FD,0.1619718309859155,0.6020471298262282,0.1928365942634332,0.19400146768500062,0.11402958605038173,0.20320624829395822,0.5650463780529692,0.05084745762711865,0.0,1
170016610BCD_170016610FD,0.09859154929577466,0.5975214371581152,0.18723260243088935,0.1372193948936176,0.004925581385932556,0.23205863671704896,0.5883437718151978,0.03389830508474576,0.2843137253333333,1
170016610BCD_170016610FD,0.04225352112676056,0.6905044988783517,0.01488273450408582,0.1372193948936176,0.25158913167148833,0.6223597917152166,0.6461722884066208,0.06779661016949153,0.2843137253333333,1
170016610FD_170016610BCD,0.02112676056338028,0.7488138939360858,0.4947726786427506,0.13444073669599535,0.013368181735361343,0.06441765069515783,0.6341545440595369,0.1016949152542373,0.2952380953333333,1
170016610FD_170016610BCD,0.07746478873239437,0.6092127297870651,0.20152099097037773,0.13444073669599535,0.06569585119111489,0.13091711964798547,0.2728359255306986,0.05084745762711865,0.2952380953333333,1
170016610FD_170016610BCD,0.2535211267605634,0.694783649249357,0.012049038072982523,0.004498877839176819,0.13254561098412992,0.40290058871555584,0.3438434170856295,0.1016949152542373,1.0,1
170016610FD_170016610BCD,0.028169014084507043,0.5821019564955439,0.17930630578328305,0.13444073669599535,0.4194696213576705,0.5835272728793419,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.4014084507042254,0.6838554684536323,0.011398057816015843,0.006467514389753578,0.5879793258008419,0.9993676835915096,0.6341545440595369,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.2605633802816901,0.690090012167128,0.037934653628283015,0.006467514389753578,0.0005324436328446864,0.5144683392472762,0.6341545440595369,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.1971830985915493,0.5541355271584333,0.1799984454313662,0.17240971623218945,0.521458288203843,0.6601035590989621,0.6232710571109764,0.03389830508474576,0.0,1
170016610FD_170016610BCD,0.2535211267605634,0.6721051149591112,0.324229488480052,0.3179755498330555,0.6753724493824262,0.9734240432208512,0.6242748582397665,0.06779661016949153,0.0,1
170016610FD_170016610BCD,0.04929577464788733,0.7014989168385126,0.012574619665570783,0.13444073669599535,0.001973078192283009,0.048694074828581374,0.6341545440595369,0.06779661016949153,0.2952380953333333,1
170016610FD_170016610BCD,0.20422535211267606,0.5917552646152047,0.19641025872423912,0.18445876107965897,0.04979086909782184,0.3592926118963478,0.6338607023499896,0.03389830508474576,0.0,1
170016610FD_170016610BCD,0.035211267605633804,0.651457161931465,0.008736276487917114,0.13444073669599535,0.3622471915116743,0.4571964113584587,0.4591499299756201,0.06779661016949153,0.2952380953333333,1
170016610FD_170016610BCD,0.15492957746478875,0.7635440694940837,0.02829000808257813,0.01929728855941248,0.4654073882121434,0.7389877599602785,0.6341545440595369,0.1016949152542373,0.6666666666666666,1
170016610FD_170016610BCD,0.07042253521126761,0.6975608274684122,0.010941769361721622,0.13444073669599535,0.7442166458480532,0.7955327815748136,0.6341545440595369,0.06779661016949153,0.2952380953333333,1
170016610FD_170016610BCD,0.02112676056338028,0.5803999722472295,0.24122918089615245,0.13444073669599535,0.0030118453524554155,0.1871389434567574,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.09154929577464789,0.676240648936563,0.010503078300312442,0.13444073669599535,0.1890628384711782,0.28452467815628113,0.578206108304229,0.06779661016949153,0.2952380953333333,1
170016610FD_170016610BCD,0.035211267605633804,0.5694620290663035,0.22499303605572754,0.13444073669599535,0.30064237401027233,0.3518287747700746,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.0,0.711860407253181,0.010462906349819725,0.13444073669599535,0.3560493087343025,0.3596278683905885,0.5746318534203164,0.0847457627118644,0.2952380953333333,1
170016610FD_170016610BCD,0.33098591549295775,0.5814483800243687,0.19792693449209506,0.18772927626827146,0.36420189938637393,0.7673423451153737,0.6341545440595369,0.03389830508474576,0.0,1
170016610FD_170016610BCD,0.1619718309859155,0.6888588344315772,0.052038998399696966,0.006467514389753578,0.000751089687396877,0.17739499187614288,0.6341545440595369,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.035211267605633804,0.5723228572900089,0.14770177624903968,0.13444073669599535,0.18157340130256364,0.3842278826798929,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.02112676056338028,0.6814903781934782,0.28107264714605407,0.13444073669599535,0.39126671377004507,0.49377859216768144,0.578206108304229,0.06779661016949153,0.2952380953333333,1
170016610FD_170016610BCD,0.056338028169014086,0.5771032706927894,0.17396359713363777,0.13444073669599535,0.4975371951355302,0.5667932264125061,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.29577464788732394,0.6869936282797076,0.31205851064937856,0.30569193531976646,0.5768518612245395,0.7238648887066974,0.6341545440595369,0.06779661016949153,0.0,1
170016610FD_170016610BCD,0.014084507042253521,0.5946750836999226,0.19694732160391362,0.13444073669599535,0.0012762451184231572,0.10264277548537701,0.04738888393290319,0.05084745762711865,0.2952380953333333,1
170016610FD_170016610BCD,0.2746478873239437,0.6680159265699485,0.25377472640837606,0.246868762033897,0.10527119196516241,0.12557322088571446,0.5335189484338168,0.06779661016949153,0.0,1
170016610FD_170016610BCD,0.18309859154929578,0.612986257490337,0.1525305848963021,0.1446876535506538,0.13009561715885648,0.1569295903362862,0.47440733709651894,0.05084745762711865,0.0,1
170016610FD_170016610BCD,0.09859154929577466,0.7579333959759931,0.009904744662742696,0.13444073669599535,0.16844685989849154,0.4508717821992531,0.6341545440595369,0.1016949152542373,0.2952380953333333,1
170016610FD_170016610BCD,0.2887323943661972,0.663177135110641,0.34390443288485506,0.33783257660619675,0.4654217338227226,0.6630688654593009,0.6341545440595369,0.06779661016949153,0.0,1
170016610FD_170016610BCD,0.007042253521126761,0.8014282126574755,0.013315871417594211,0.13444073669599535,0.6866802038267109,0.6867397449216289,0.6341545440595369,0.13559322033898305,0.2952380953333333,1
170016610FD_170016610BCD,0.06338028169014084,0.6022928263231158,0.21635431723028323,0.13444073669599535,8.098002020451409e-07,0.0877755395726772,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.07042253521126761,0.7122629116938204,0.01766594111074816,0.13444073669599535,0.09117863180206864,0.3120655071105349,0.5746318534203164,0.0847457627118644,0.2952380953333333,1
170016610FD_170016610BCD,0.1971830985915493,0.6560361338143413,0.016019052189346968,0.00691277073356064,0.31483677059777426,0.5154521285905536,0.4045745212564342,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.09859154929577466,0.7999094020655684,0.01318712609266185,0.13444073669599535,0.5200457456134135,0.6301713746916537,0.6341545440595369,0.13559322033898305,0.2952380953333333,1
170016610FD_170016610BCD,0.014084507042253521,0.5712393737513612,0.2813908016325339,0.13444073669599535,0.0032596442142812316,0.10244732893871954,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.20422535211267606,0.6791909190971736,0.07210264642602167,0.06351539229013173,0.12040570585222363,0.5856725602486953,0.5245011753657599,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.23943661971830987,0.6843084213847374,0.01074529993959522,0.006467514389753578,0.020200547020036482,0.40925628227985833,0.6341545440595369,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.11267605633802817,0.6002487051506991,0.23043942123205596,0.2023537564482956,0.41689810081607614,0.5516956115909,0.5862317247553609,0.05084745762711865,0.0,1
170016610FD_170016610BCD,0.007042253521126761,0.7795956164797567,0.5389935894868801,0.13444073669599535,0.5574806548854234,0.5670265877940965,0.6341545440595369,0.11864406779661017,0.2952380953333333,1
170016610FD_170016610BCD,0.1267605633802817,0.6722776506441399,0.012138892835702396,0.0029967023277680527,0.032654383347268646,0.2646623036136827,0.35397818348517407,0.0847457627118644,0.6666666666666666,1
170016610FD_170016610BCD,0.13380281690140847,0.595645650792408,0.196657205381133,0.18445876107965897,0.27420176172033955,0.36007727993242694,0.6338607023499896,0.03389830508474576,0.0,1
170016610FD_170016610BCD,0.028169014084507043,0.3800950961038172,0.007238852240434744,0.13444073669599535,0.3631107664961363,0.3644290335979895,0.5599067525172249,0.0,0.0,1
170016610FD_170016610BCD,0.17605633802816903,0.5998871848260915,0.19812515925419708,0.2023537564482956,0.3694162757693608,0.5219338064699557,0.5862317247553609,0.05084745762711865,0.0,1
170016610FD_170016610BCD,0.06338028169014084,0.5889777540634924,0.19026956373718457,0.13444073669599535,0.0011150058001939472,0.1855104570221601,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.24647887323943662,0.6899451057543614,0.011688917749000497,0.006467514389753578,0.189812308558171,0.41050119294278703,0.6341545440595369,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.07042253521126761,0.5802076059187474,0.1679066905256416,0.13444073669599535,0.4213021992148987,0.5391388059007703,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.16901408450704225,0.7092667017596849,0.36794321824662457,0.3620938296344862,0.0014649285654996771,0.05087808604367685,0.5957820671209374,0.0847457627118644,0.0,1
170016610FD_170016610BCD,0.1971830985915493,0.6845174155347091,0.010935828450423592,0.006467514389753578,0.06331353641772734,0.2849584125981128,0.6341545440595369,0.06779661016949153,0.6666666666666666,1
170016610FD_170016610BCD,0.007042253521126761,0.5519429827135572,0.013696522033275454,0.13444073669599535,0.2915685627463564,0.35226730692774916,0.5609181592373758,0.03389830508474576,0.2952380953333333,1
170016610FD_170016610BCD,0.31690140845070425,0.5944616934753348,0.12272881865719154,0.11461008596411196,0.35518120291771016,0.536187667291914,0.4355525886824837,0.05084745762711865,0.0,1
170016610FD_170016610BCD,0.14788732394366197,0.5791826823275212,0.18645234313171025,0.18772927626827146,0.07984167191349716,0.4590688246143173,0.6341545440595369,0.03389830508474576,0.0,1
170016610FD_170016610BCD,0.22535211267605634,0.6975252240267521,0.01578744993961869,0.004498877839176819,0.0787720797086339,0.42272933094810117,0.3438434170856295,0.1016949152542373,1.0,1
170016610FD_170016610BCD,0.1971830985915493,0.5926353982159327,0.17665558101761292,0.18445876107965897,0.0827692737509338,0.4093657603594951,0.6338607023499896,0.03389830508474576,0.0,1
